2025-07-04 15:20:16,843 INFO    MainThread:63993 [wandb_init.py:setup_run_log_directory():703] Logging user logs to /Users/jgao/github/ECRI-RCDS-Hackathon/wandb/run-20250704_152016-uhryzjt0/logs/debug.log
2025-07-04 15:20:16,844 INFO    MainThread:63993 [wandb_init.py:setup_run_log_directory():704] Logging internal logs to /Users/jgao/github/ECRI-RCDS-Hackathon/wandb/run-20250704_152016-uhryzjt0/logs/debug-internal.log
2025-07-04 15:20:16,844 INFO    MainThread:63993 [wandb_init.py:monkeypatch_ipython():622] configuring jupyter hooks <wandb.sdk.wandb_init._WandbInit object at 0x11cb33020>
2025-07-04 15:20:16,844 INFO    MainThread:63993 [wandb_init.py:init():830] calling init triggers
2025-07-04 15:20:16,844 INFO    MainThread:63993 [wandb_init.py:init():835] wandb.init called with sweep_config: {}
config: {'_wandb': {}}
2025-07-04 15:20:16,844 INFO    MainThread:63993 [wandb_init.py:init():871] starting backend
2025-07-04 15:20:16,844 INFO    MainThread:63993 [wandb_init.py:init():874] sending inform_init request
2025-07-04 15:20:16,845 INFO    MainThread:63993 [wandb_init.py:init():882] backend started and connected
2025-07-04 15:20:16,845 INFO    MainThread:63993 [wandb_run.py:_label_probe_notebook():1304] probe notebook
2025-07-04 15:20:16,847 INFO    MainThread:63993 [wandb_init.py:init():953] updated telemetry
2025-07-04 15:20:16,909 INFO    MainThread:63993 [wandb_init.py:init():977] communicating run to backend with 90.0 second timeout
2025-07-04 15:20:17,368 INFO    MainThread:63993 [wandb_init.py:init():1029] starting run threads in backend
2025-07-04 15:20:17,436 INFO    MainThread:63993 [wandb_run.py:_console_start():2458] atexit reg
2025-07-04 15:20:17,436 INFO    MainThread:63993 [wandb_run.py:_redirect():2306] redirect: wrap_raw
2025-07-04 15:20:17,436 INFO    MainThread:63993 [wandb_run.py:_redirect():2375] Wrapping output streams.
2025-07-04 15:20:17,436 INFO    MainThread:63993 [wandb_run.py:_redirect():2398] Redirects installed.
2025-07-04 15:20:17,436 INFO    MainThread:63993 [wandb_init.py:init():1075] run started, returning control to user process
2025-07-04 15:22:15,897 INFO    MainThread:63993 [wandb_run.py:_finish():2224] finishing run jl-liam-gao/network_analysis/uhryzjt0
2025-07-04 15:22:15,898 INFO    MainThread:63993 [jupyter.py:save_ipynb():404] not saving jupyter notebook
2025-07-04 15:22:15,899 INFO    MainThread:63993 [wandb_init.py:_jupyter_teardown():607] cleaning up jupyter logic
2025-07-04 15:22:15,899 INFO    MainThread:63993 [wandb_run.py:_atexit_cleanup():2423] got exitcode: 0
2025-07-04 15:22:15,899 INFO    MainThread:63993 [wandb_run.py:_restore():2405] restore
2025-07-04 15:22:15,899 INFO    MainThread:63993 [wandb_run.py:_restore():2411] restore done
2025-07-04 15:22:17,745 INFO    MainThread:63993 [wandb_run.py:_footer_history_summary_info():3903] rendering history
2025-07-04 15:22:17,746 INFO    MainThread:63993 [wandb_run.py:_footer_history_summary_info():3935] rendering summary
2025-07-04 15:22:17,747 INFO    MainThread:63993 [wandb_run.py:_footer_sync_info():3864] logging synced files
