timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-07-10T08:38:08,LR,597ca5f5-6bd1-42ba-b107-405a79697908,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2.0346185420057736,6.107818300006708e-06,3.001947625025318e-06,42.5,0.0,3.0,2.401288270081447e-05,0.0,1.6946134375029942e-06,2.5707496138317465e-05,United Kingdom,GBR,england,,,macOS-15.5-arm64-arm-64bit-Mach-O,3.13.5,3.0.2,10,Apple M4,,,-1.4329,50.9363,16.0,machine,N,1.0
2025-07-10T08:38:11,RF,4dbe5b32-8a2d-4c60-b705-79e2169998d9,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.7288233339932049,2.1865618431405e-06,3.0001260129260435e-06,42.5,0.0,3.0,8.596864583240757e-06,0.0,6.062628474925683e-07,9.203127430733324e-06,United Kingdom,GBR,england,,,macOS-15.5-arm64-arm-64bit-Mach-O,3.13.5,3.0.2,10,Apple M4,,,-1.4329,50.9363,16.0,machine,N,1.0
2025-07-10T08:38:12,DT,f62d160b-4174-4a29-acf7-42cd196a48b0,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.6247201250080252,1.8740163573346431e-06,2.99976946846489e-06,42.5,0.0,3.0,7.368085788867676e-06,0.0,5.195536108294618e-07,7.887639399697139e-06,United Kingdom,GBR,england,,,macOS-15.5-arm64-arm-64bit-Mach-O,3.13.5,3.0.2,10,Apple M4,,,-1.4329,50.9363,16.0,machine,N,1.0
2025-07-10T08:41:30,LR,e7a4a0c8-1aca-4101-8e9a-f4e92c24f98c,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.8735087920067599,2.621038186963899e-06,3.0005859253487804e-06,42.5,0.0,3.0,1.0304908593752771e-05,0.0,7.269076391700462e-07,1.1031816232922816e-05,United Kingdom,GBR,england,,,macOS-15.5-arm64-arm-64bit-Mach-O,3.13.5,3.0.2,10,Apple M4,,,-1.4329,50.9363,16.0,machine,N,1.0
2025-07-10T08:41:31,RF,779eddb1-92ea-4cfc-b198-1c47f3043e42,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.7071064159972593,2.1215119276045635e-06,3.0002724902623234e-06,42.5,0.0,3.0,8.341064261063972e-06,0.0,5.882713883329416e-07,8.929335649396915e-06,United Kingdom,GBR,england,,,macOS-15.5-arm64-arm-64bit-Mach-O,3.13.5,3.0.2,10,Apple M4,,,-1.4329,50.9363,16.0,machine,N,1.0
2025-07-10T08:41:32,DT,ab97030b-29d7-47ac-a5d0-ad50bde67604,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.6595501249976223,1.978283267622595e-06,2.9994433973152943e-06,42.5,0.0,3.0,7.778291952025837e-06,0.0,5.482015624996469e-07,8.326493514525485e-06,United Kingdom,GBR,england,,,macOS-15.5-arm64-arm-64bit-Mach-O,3.13.5,3.0.2,10,Apple M4,,,-1.4329,50.9363,16.0,machine,N,1.0
2025-07-10T08:44:49,LR,ad2cf18b-ac2e-4aa1-8c04-e03ea97df786,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2.9166312080051284,8.75580495859408e-06,3.002026767924059e-06,42.5,0.0,3.0,3.44233536090845e-05,0.0,2.4293835066661513e-06,3.6852737115750645e-05,United Kingdom,GBR,england,,,macOS-15.5-arm64-arm-64bit-Mach-O,3.13.5,3.0.2,10,Apple M4,,,-1.4329,50.9363,16.0,machine,N,1.0
2025-07-10T08:44:50,RF,8ae415ec-7918-4cf4-ad5b-1f17153e2bfe,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.6147728329960955,1.8444820566126456e-06,3.000266045627882e-06,42.5,0.0,3.0,7.251919122215138e-06,0.0,5.114119099986662e-07,7.763331032213805e-06,United Kingdom,GBR,england,,,macOS-15.5-arm64-arm-64bit-Mach-O,3.13.5,3.0.2,10,Apple M4,,,-1.4329,50.9363,16.0,machine,N,1.0
2025-07-10T08:44:52,DT,e101227f-6059-4cb4-ad13-3fa84a67d6ea,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.6416146249976009,1.924892967612156e-06,3.000076514183812e-06,42.5,0.0,3.0,7.568080766082454e-06,0.0,5.336956950001574e-07,8.10177646108261e-06,United Kingdom,GBR,england,,,macOS-15.5-arm64-arm-64bit-Mach-O,3.13.5,3.0.2,10,Apple M4,,,-1.4329,50.9363,16.0,machine,N,1.0
2025-07-10T08:48:05,LR,6eb58a4e-ad90-4e62-a782-f74375ed30f6,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.9430130000109784,2.8297601527725727e-06,3.000764732553665e-06,42.5,0.0,3.0,1.1125434064605442e-05,0.0,7.848822916760886e-07,1.1910316356281531e-05,United Kingdom,GBR,england,,,macOS-15.5-arm64-arm-64bit-Mach-O,3.13.5,3.0.2,10,Apple M4,,,-1.4329,50.9363,16.0,machine,N,1.0
